SENSOR_ID,WEB_ID,FP_ID,BATT,LOC_ID,FROM_DATETIME,TO_DATETIME,LAT,LON,first_soilMes,last_soilMes,nNAs_soilMes,NAsRatio_soilMes,VDL_ID,VDL_CLASS
PI040298AD5G200384,ALG_VDL_Mn20-ACD1,ACD1,63%,8dPz59SEte1534867600026,2019-06-02 15:01:50,2019-08-31 15:01:50,37.1401846700159,-8.63503453068209,2018-08-21 17:15:00,2018-12-10 15:30:00,23344,0.710905381124951,MN20,MB-TEST
PI040298AD5G200484,ALG_VDL_SB04-BC31,BC31,58%,AWAUJIhxHA1552661375562,2019-06-02 15:01:50,2019-08-31 15:01:50,37.1387717754363,-8.63256201878418,2019-03-15 15:00:00,2019-07-28 09:00:00,133,0.0101790907699372,SB04,GRID
PI040298AD5G200671,ALG_VDL_Ss29-4A9D,4A9D,47%,mIhNKJ1OhH1535215566055,2019-06-02 15:01:50,2019-08-31 15:01:50,37.139453955359,-8.63277766440898,2018-08-25 18:00:00,2018-12-10 16:15:00,22184,0.683636363636364,SS29,SW3p-TEST
PI040298AD5G200816,ALG_VDL_TS14-2D8F,2D8F,85%,Cvg7QlZ48P1535451367123,2019-06-02 15:01:50,2019-08-31 15:01:50,37.1391692982982,-8.63465725650764,2018-08-28 11:30:00,2019-07-28 09:15:00,3128,0.0971790729464397,TS14,GRID
PI040298AD5G200986,ALG_VDL_LL07-4E44,4E44,61%,HstSaFxeCZ1553938982130,2019-06-02 15:01:50,2019-08-31 15:01:50,37.1426218113736,-8.62670797171837,2019-03-30 10:00:00,2019-07-27 19:15:00,188,0.016142881676112,LL07,GRID
PI040298AD5G201248,ALG_VDL_TS07-40EA,40EA,100%,0rdUdViCvx1535453803848,2019-06-02 15:01:50,2019-08-31 15:01:50,37.1387413413638,-8.63422964307922,2018-08-28 12:15:00,2019-07-28 09:00:00,5716,0.177598260059034,TS07,GRID
PI040298AD5G201682,ALG_VDL_Mn34-1CA2,1CA2,90%,yiS8fE2DmG1534871621291,2019-06-02 15:01:50,2019-08-31 15:01:50,37.1404057850978,-8.63541277004578,2018-08-21 18:30:00,2019-07-29 08:30:00,2086,0.063535575048733,MN34,MCb-TEST
PI040298AD5G201927,ALG_VDL_TS02*-0B9D,0B9D,46%,3JQFhVSTzU1553680202391,2019-06-02 15:01:50,2019-08-31 15:01:50,37.1385435042446,-8.63543388355283,2019-03-27 10:00:00,2019-07-28 09:00:00,133,0.0111446287916876,TS02,GRID
PI040298AD5G202379,ALG_VDL_LL04-4FD2,4FD2,60%,MezEmauMcn1553936465181,2019-06-02 15:01:50,2019-08-31 15:01:50,37.1442285240093,-8.6280606100996,2019-03-30 09:15:00,2019-07-27 19:15:00,188,0.0161387243540218,LL04,GRID
PI040298AD5G202510,ALG_VDL_LL10-4F85,4F85,57%,O3V7aL33zj1553941349665,2019-06-02 15:01:50,2019-08-31 15:01:50,37.141906521262,-8.62772461738462,2019-03-30 10:30:00,2019-07-27 19:30:00,187,0.0160597732737891,LL10,GRID
PI040298AD5G202636,ALG_VDL_Mn31-4176,4176,89%,qpjvoVkime1534870667080,2019-06-02 15:01:50,2019-08-31 15:01:50,37.1402325549045,-8.63535344442288,2018-08-21 18:15:00,2019-07-29 08:15:00,2111,0.0642950689854719,MN31,MC-TEST
PI040298AD5G203720,ALG_VDL_Og01-CF87,CF87,88%,KEuEizqP8E1535298576003,2019-06-02 15:01:50,2019-08-31 15:01:50,37.1408876828057,-8.63402680914387,2018-08-26 17:00:00,2019-07-29 09:15:00,2744,0.0848012856171581,OG01,GRID
PI040298AD5G203737,ALG_VDL_ER04*-74B8,74B8,63%,bzN7MY01Hn1553759256596,2019-06-02 15:01:50,2019-08-31 15:01:50,37.1409599782061,-8.63185631714937,2019-03-28 08:00:00,2019-07-29 09:15:00,36,0.00303900050650008,ER04,GRID
PI040298AD5G203983,ALG_VDL_Ss06*-CF45,CF45,54%,Lvm7mAWVLJ1553615611974,2019-06-02 15:01:50,2019-08-31 15:01:50,37.1393304001739,-8.63346528140333,2019-03-26 16:15:00,2019-07-28 08:45:00,136,0.0113286130778842,SS06,SW1b-TEST
PI040298AD5G204458,ALG_VDL_NF01-D85E,D85E,61%,m6IhoSq7O91554018021722,2019-06-02 15:01:50,2019-08-31 15:01:50,37.140396045494,-8.62928328455379,2019-03-31 09:00:00,2019-07-27 19:45:00,186,0.0160927496106593,NF01,GRID
PI040298AD5G204883,ALG_VDL_TS02-9FAC,9FAC,90%,971lMaOAbh1535455037186,2019-06-02 15:01:50,2019-08-31 15:01:50,37.1383959899351,-8.63561140725574,2018-08-26 11:45:00,2018-09-24 10:45:00,29598,0.914110997868989,TS02,GRID
PI040298AD5G205297,ALG_VDL_Mn24-716B,716B,88%,8c3gu0NhT61534868334994,2019-06-02 15:01:50,2019-08-31 15:01:50,37.1403152508821,-8.63510936988484,2018-08-21 17:30:00,2019-07-29 08:15:00,3324,0.101230356925326,MN24,MC-TEST
PI040298AD5I205667,ALG_VDL_TS04-66C4,66C4,89%,QCXimA0HlX1535454572288,2019-06-02 15:01:50,2019-08-31 15:01:50,37.1385232731897,-8.63510403342741,2018-08-26 12:00:00,2019-07-28 09:00:00,2815,0.0869417505713756,TS04,GRID
PI040298AD5I205993,ALG_VDL_Tn07-6501,6501,78%,2OhB59HXPV1533052721808,2019-06-02 15:01:50,2019-08-31 15:01:50,37.1391359857535,-8.63555584962462,2018-08-17 12:15:00,2018-10-13 14:45:00,27758,0.835053097078909,TN07,GRID
PI040298AD5I206183,ALG_VDL_SS47-65BE,65BE,61%,UTQ9iQp32y1535218909692,2019-06-02 15:01:50,2019-08-31 15:01:50,37.13949353,-8.631926458,2018-08-25 19:00:00,2018-12-25 10:15:00,21501,0.66267028293164,SS47,HPG-CONTROL
PI040298AD5I206187,ALG_VDL_Og02-65E0,65E0,55%,y05c942uCK1535299209934,2019-06-02 15:01:50,2019-08-31 15:01:50,37.1409470915287,-8.63364941350972,2018-08-26 17:15:00,2019-02-07 10:45:00,16550,0.511481286893099,OG02,GRID
PI040298AD5I206193,ALG_VDL_Tn12-64E8,64E8,97%,OeuHFYPaes1533055734692,2019-06-02 15:01:50,2019-08-31 15:01:50,37.1392864139543,-8.6358735806671,2018-08-17 12:00:00,2019-07-28 18:30:00,12618,0.379580049335178,TN12,GRID
PI040298AD5I206195,ALG_VDL_Tn08-6C89,6C89,59%,cfL1L7jw8R1533053993040,2019-06-02 15:01:50,2019-08-31 15:01:50,37.1391359857535,-8.63555584962462,2018-08-17 12:00:00,2019-07-28 18:45:00,5153,0.155014740388665,TN08,GRID
PI040298AD5I206247,Fw01-5991,5991,56%,oQPpcXdSeR1531387325357,2019-06-02 15:01:50,2019-08-31 15:01:50,37.1394531703043,-8.63081180162469,2018-08-17 12:00:00,2019-07-27 19:45:00,335,0.0100776126586848,FW01,GRID
PI040298AD5I206466,ALG_VDL_Tn11-6DB3,6DB3,90%,5lgSqcOHFA1533055312558,2019-06-02 15:01:50,2019-08-31 15:01:50,37.1395966152931,-8.63483458349286,2018-08-17 12:15:00,2019-07-28 18:45:00,4471,0.134502572124786,TN11,GRID
PI040298AD5I206943,ALG_VDL_FE01-8F37,8F37,63%,kMsaAeqhsp1554017141330,2019-06-02 15:01:50,2019-08-31 15:01:50,37.1394359649883,-8.62972720158846,2019-03-31 08:45:00,2019-07-27 19:45:00,186,0.0160913573838567,FE01,GRID
PI040298AD5I206995,ALG_VDL_Og04-6F1C,6F1C,0%,XWK1qUaeW41535299513915,2019-06-02 15:01:50,2019-08-31 15:01:50,37.1409286318004,-8.63331844492779,2018-09-04 13:00:00,2019-07-29 09:15:00,36,0.00114249444620755,OG04,GRID
PI040298AD5I207989,ALG_VDL_Mn35-676F,676F,30%,sWnfofyy9K1534871826986,2019-06-02 15:01:50,2019-08-31 15:01:50,37.1404057850978,-8.63541277004578,2018-08-21 18:30:00,2019-04-20 18:00:00,9613,0.292793615984405,MN35,MC-TEST
PI040298AD5I208065,ALG_VDL_Tn15-6B0C,6B0C,100%,RCVIV2w6qr1533057202798,2019-06-02 15:01:50,2019-08-31 15:01:50,37.1396330421975,-8.63564754770685,2018-08-17 12:15:00,2019-03-31 15:45:00,26211,0.788514184290485,TN15,GRID
PI040298AD5I208079,Fr01-6A37,6A37,69%,5hI12wAFjv1531386302928,2019-06-02 15:01:50,2019-08-31 15:01:50,37.140053431288,-8.63033387871597,2018-08-17 12:00:00,2018-10-26 08:45:00,26535,0.798237169845376,FR01,GRID
PI040298AD5I208350,Burgau2-6a22,6A22,57%,FDCtY3Myk01534956289457,2019-06-02 15:01:50,2019-08-31 15:01:50,37.0720011536534,-8.77515150648126,,,,,,
PI040298AD5I208428,ALG_VDL_SB07-65C0,65C0,53%,MoKTE7kpBl1535456972621,2019-06-02 15:01:50,2019-08-31 15:01:50,37.1384628549096,-8.63428816787675,2018-08-26 10:30:00,2018-12-10 13:45:00,23079,0.712666749011858,SB07,GRID
PI040298AD5I208445,ALG_VDL_Tn14-6536,6536,86%,Ifw170k66Q1533056569306,2019-06-02 15:01:50,2019-08-31 15:01:50,37.1392702562763,-8.63614063873349,2018-08-17 12:00:00,2019-07-29 08:30:00,1057,0.031797124120089,TN14,GRID
PI040298AD5I208531,ALG_VDL_VY01-805C,805C,78%,fhYI5qImzV1553963740749,2019-06-02 15:01:50,2019-08-31 15:01:50,37.139640048995,-8.62924423948207,2019-03-30 16:45:00,2019-06-30 16:45:00,2790,0.24012393493416,TS15,GRID
PI040298AD5I208734,ALG_VDL_OG02*-11F6,11F6,60%,RJxAG6jUpq1553761882332,2019-06-02 15:01:50,2019-08-31 15:01:50,37.1408555991583,-8.63364826886478,2019-03-28 08:45:00,2019-07-29 09:15:00,9600,0.810605420923752,OG02,GRID
PI040298AD5I208783,ALG_VDL_Tn02-6710,671D,90%,J4U3lKlFOa1533049255044,2019-06-02 15:01:50,2019-08-31 15:01:50,37.139137185661,-8.63520334506922,2018-08-17 12:15:00,2019-07-28 18:30:00,100,0.00300833308263891,TN02,GRID
PI040298AD5I208794,ALG_VDL_Tn17-6791,6791,91%,jw8QLULVYM1533058244803,2019-06-02 15:01:50,2019-08-31 15:01:50,37.1396613140%\r618,-8.63481873756822,2018-08-17 12:15:00,2019-07-28 19:00:00,96,0.00288799975933335,TN17,GRID
PI040298AD5I208806,ALG_VDL_TS05-7C4B,7C4B,89%,NovY1r8ej51535454249451,2019-06-02 15:01:50,2019-08-31 15:01:50,37.138494092459,-8.63476108910324,2018-08-28 12:15:00,2019-07-28 09:00:00,351,0.010905701413702,TS05,GRID
PI040298AD5I209116,ALG_VDL_LL05-9B35,9B35,59%,2xc1jI7Mys1553937523928,2019-06-02 15:01:50,2019-08-31 15:01:50,37.143791143338,-8.62704294811653,2019-03-30 09:30:00,2019-07-27 19:15:00,188,0.0161401098901099,LL05,GRID
PI040298AD5I209128,ALG_VDL_Ss30-6CD4,6CD4,86%,3cM4q8Cmdb1535216047258,2019-06-02 15:01:50,2019-08-31 15:01:50,37.1393443442945,-8.6327855629385,2018-08-25 18:00:00,2019-01-09 15:15:00,19308,0.595007704160247,SS30,SW3p-TEST
PI040298AD5I209167,ALG_VDL_Ss57-C1C8,C1C8,20%,QNm3ijpsx31535220989368,2019-06-02 15:01:50,2019-08-31 15:01:50,37.13900839,-8.632009607,2018-08-25 19:30:00,2018-12-10 16:00:00,22185,0.683793613611145,SS57,GRID
PI040298AD5I209222,ALG_VDL_LL09-75E0,75E0,61%,DGAp6jaY6E1553940534009,2019-06-02 15:01:50,2019-08-31 15:01:50,37.1408996965353,-8.62691176890927,2019-03-30 10:15:00,2019-07-27 19:15:00,188,0.0161442679261486,LL09,GRID
PI040298AD5I209329,ALG_VDL_Tn06-983A,983A,90%,FJxIP0Z0VK1533051680469,2019-06-02 15:01:50,2019-08-31 15:01:50,37.1394273161197,-8.63513556594081,2018-08-17 12:15:00,2019-07-28 18:30:00,95,0.00285791642850696,TN06,GRID
PI040298AD5I209386,ALG_VDL_Ss54-6D13,6D13,87%,WJd2bAJl1l1535462201843,2019-06-02 15:01:50,2019-08-31 15:01:50,37.1391829203616,-8.63174107131516,2018-08-25 19:30:00,2019-07-29 17:30:00,2752,0.084823079768216,SS54,GRID
PI040298AD5I209484,ALG_VDL_Tn10-59FF,59FF,88%,MGS0mfmt4q1533054943296,2019-06-02 15:01:50,2019-08-31 15:01:50,37.1395966152931,-8.63483458349286,2018-08-17 12:00:00,2019-07-28 18:45:00,8736,0.262800072197822,TN10,GRID
PI040298AD5I209489,ALG_VDL_Mn30-59F0,59F0,100%,D0zqgju1ho1534870198551,2019-06-02 15:01:50,2019-08-31 15:01:50,37.1403760428248,-8.63521370227103,2018-08-21 18:00:00,2019-07-29 08:30:00,20156,0.613875860388622,MN30,MB-TEST
PI040298AD5I209621,ALG_VDL_Mn09*-7F84,7F84,62%,wh5NZlmu3o1553621202152,2019-06-02 15:01:50,2019-08-31 15:01:50,37.1400219727356,-8.63547212288764,2019-03-26 17:45:00,2019-07-29 07:45:00,42,0.00350029169097425,MN09,HM-CONTROL
PI040298AD5I209872,ALG_VDL_Tn01-6F72,6F72,90%,fOsHPssg8T1533047994390,2019-06-02 15:01:50,2019-08-31 15:01:50,37.1391365802972,-8.63520434280467,2018-08-17 12:00:00,2019-07-28 18:30:00,11627,0.34976836532098,TN01,GRID
PI040298AD5I209922,ALG_VDL_Tn16-6E45,6E45,0%,8xzMIS0Eqc1533057778332,2019-06-02 15:01:50,2019-08-31 15:01:50,37.1396330421975,-8.63564754770685,2018-08-17 12:00:00,2019-07-29 17:45:00,4,0.000120329703387281,TN16,GRID
PI040298AD5I210659,ALG_VDL_Tn03-C488,C488,91%,PshDHbDAJL1533050332875,2019-06-02 15:01:50,2019-08-31 15:01:50,37.1393986996741,-8.63470392678922,2018-08-17 12:00:00,2019-07-28 18:30:00,1392,0.0418747367787738,TN03,GRID
PI040298AD5I210661,ALG_VDL_SB07-1112,1112,59%,phXvcqFMYE1552661728870,2019-06-02 15:01:50,2019-08-31 15:01:50,37.1386386887476,-8.63359501020992,2019-03-15 15:15:00,2019-07-28 08:45:00,134,0.0102564102564103,SB07,GRID
PI040298AD5I210868,ALG_VDL_Ss01-5FD8,5FD8,48%,caYV2EkhLP1535188065329,2019-06-02 15:01:50,2019-08-31 15:01:50,37.1391344033013,-8.63360349267156,2018-08-25 10:15:00,2019-01-09 15:00:00,20003,0.615836950832795,SS01,SW1a-TEST
PI040298AD5I210872,ALG_VDL_Mn03-5D17,5D17,0%,LjM8kSdx3z1534849423584,2019-06-02 15:01:50,2019-08-31 15:01:50,37.1399606587496,-8.63466836005483,2018-08-21 12:15:00,2019-07-29 17:30:00,3541,0.107770033782756,MN03,HM-CONTROL
PI040298AD5I210900,ALG_VDL_MN28-63B0,63B0,87%,cBFdbKbHoV1534869946829,2019-06-02 15:01:50,2019-08-31 15:01:50,37.1403760428248,-8.63521370227103,2018-08-21 17:45:00,2019-07-29 08:30:00,4593,0.139881224303335,MN28,MA-TEST
PI040298AD5I210909,ALG_VDL_SS39-63D4,63D4,6%,LnzPLFh4Jl1535217493479,2019-06-02 15:01:50,2019-08-31 15:01:50,37.13909967,-8.632393582,2018-08-25 18:45:00,2019-05-12 07:30:00,11886,0.366320461059574,SS39,HPG-TEST
PI040298AD5I210925,ALG_VDL_ER05-5B33,5B33,6%,NrudXlJXLE1535450050025,2019-06-02 15:01:50,2019-08-31 15:01:50,37.1409019333655,-8.63163603480624,2018-08-28 11:00:00,2019-07-29 09:00:00,37,0.00114942528735632,ER05,GRID
PI040298AD5I210983,ALG_VDL_Ss01*-0F2F,0F2F,58%,KQKkJXgCcI1553613301729,2019-06-02 15:01:50,2019-08-31 15:01:50,37.1391255329508,-8.63363300738084,2019-03-26 15:30:00,2019-07-28 08:30:00,135,0.0112425049966689,SS01,SW1a-TEST
PI040298AD5I210985,ALG_VDL_Mn27-0F48,0F48,40%,Q4lXEbWcrK1534869086737,2019-06-02 15:01:50,2019-08-31 15:01:50,37.1402968501519,-8.63518289704768,2018-08-21 17:45:00,2019-01-24 11:00:00,17881,0.544571341556266,MN27,MAb-TEST
PI040298AD5I210998,ALG_VDL_SB11-A45D,A45D,91%,btugHA2Mqn1535456523021,2019-06-02 15:01:50,2019-08-31 15:01:50,37.1383135411643,-8.63488530939955,2018-08-26 11:00:00,2019-07-28 08:45:00,3032,0.0936322648384905,SB11,GRID
PI040298AD5I211031,ALG_VDL_SS40-2E26,2E26,88%,3th6MKTFWB1535217877515,2019-06-02 15:01:50,2019-08-31 15:01:50,37.13919749,-8.632476144,2018-08-25 18:45:00,2019-07-29 17:45:00,132,0.00406817271242334,SS40,HPG-TEST
PI040298AD5I211046,ALG_VDL_TS15-2EB1,2EB1,89%,ywUpTzoVJg1535451070883,2019-06-02 15:01:50,2019-08-31 15:01:50,37.1390917129152,-8.6342923545556,2018-08-28 11:30:00,2019-07-28 18:30:00,458,0.0142289051820554,TS15,GRID
PI040298AD5I211052,ALG_VDL_Ss06-321D,321D,12%,WUI2nn0kXs1535189281290,2019-06-02 15:01:50,2019-08-31 15:01:50,37.1392988116444,-8.63355262959753,2018-08-25 10:45:00,2019-01-24 14:30:00,21149,0.651159210566828,SS06,SW1b-TEST
PI040298AD5I211062,ALG_VDL_Mn45-31DD,31DD,52%,DxuRhI28951534873582880,2019-06-02 15:01:50,2019-08-31 15:01:50,37.1404475396936,-8.63501650937595,2018-08-21 19:00:00,2019-03-02 10:45:00,16011,0.487694182150472,MN45,MA-TEST
PI040298AD5I211070,ALG_VDL_SS22-39B3,39B3,83%,j6F3zrWZNk1535470631365,2019-06-02 15:01:50,2019-08-31 15:01:50,37.1392978766439,-8.63291060513885,2018-08-28 16:45:00,2018-10-26 10:00:00,26533,0.824851555942425,SS22,SW3a-TEST
PI040298AD5I211083,ALG_VDL_Mn04-3A30,3A30,75%,eG9zvVzB7z1534849663856,2019-06-02 15:01:50,2019-08-31 15:01:50,37.1398819704364,-8.63526069498754,2018-08-21 12:15:00,2018-10-13 15:30:00,27755,0.844721064004626,MN04,HM-TEST
PI040298AD5I211125,ALG_VDL_Ss28-4186,4186,43%,azAU3s8fqb1535215741828,2019-06-02 15:01:50,2019-08-31 15:01:50,37.139453955359,-8.63277766440898,2018-08-25 11:45:00,2019-04-21 07:00:00,10718,0.330038491147036,SS28,SW3b-TEST
PI040298AD5I211129,ALG_VDL_Mn06-41BE,41BE,76%,kkDlUEz5zD1534850226684,2019-06-02 15:01:50,2019-08-31 15:01:50,37.1398819704364,-8.63526069498754,2018-08-21 12:30:00,2019-07-29 07:45:00,27236,0.828950572193815,MN06,HM-TEST
PI040298AD5I211152,ALG_VDL_SS57-*5A23,5A23,60%,xm3fSYwseM1554048306140,2019-06-02 15:01:50,2019-08-31 15:01:50,37.1390207163054,-8.63201195618469,2019-04-10 15:30:00,2019-07-29 17:45:00,116,0.0109723798713583,SS57,GRID
PI040298AD5I211153,ALG_VDL_MN35*-5B79,5B79,69%,VJOPU3cokL1557129727715,2019-06-02 15:01:50,2019-08-31 15:01:50,37.1404092832598,-8.63535220628082,,,,,,
PI040298AD5I211154,ALG_VDL_SS15-5BC7,5BC7,12%,QSGOlxu4GS1535470691003,2019-06-02 15:01:50,2019-08-31 15:01:50,37.1392978766439,-8.63291060513885,2018-08-28 18:45:00,2019-03-02 13:00:00,14386,0.447339780465811,SS15,SW2t-TEST
PI040298AD5I211178,ALG_VDL_Mn17-1099,1099,33%,ub684UMsBv1534867121078,2019-06-02 15:01:50,2019-08-31 15:01:50,37.1401846700159,-8.63503453068209,2018-08-21 17:15:00,2019-05-06 07:45:00,8790,0.267685842190212,MN17,SW-TEST
PI040298AD5I211329,ALG_VDL_Ss43-A06F,A06F,12%,b9y2LYwYn51535218609246,2019-06-02 15:01:50,2019-08-31 15:01:50,37.1393255453694,-8.63201479911053,2018-08-25 18:45:00,2019-07-29 18:00:00,2678,0.0825345948778007,SS43,HPG-TEST
PI040298AD5I211332,ALG_VDL_OG07-9559,9559,53%,c71lkZ0g2A1535299113601,2019-06-02 15:01:50,2019-08-31 15:01:50,37.14050313,-8.633361524,2018-08-26 17:15:00,2019-02-07 11:00:00,18647,0.576289520042031,OG07,GRID
